bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
1011240059,1028625,50 West 72nd Street,10023,Multifamily Housing,70,1927,143791,1,18,145.8,20960114.6,,5.88,Multifamily Housing,,0,3271842.1,426,8860500.3,,,213,,,,
1013110033,1036879,165 E 56th Street,10022,Office,64,1958,69598,1,8,205.6,14310932.7,11,6.45,Office,"{'Fast Food Restaurant': 2272.0, 'Bank Branch': 2877.0, 'Office': 64449.0}",0,3703789.9,,,1969359.8,2.79291,,,,,
4022230020,4052343,108-48 70th Road,11375,Multifamily Housing,39,1964,125251,1,13,158.7,19875589.3,,6.53,Multifamily Housing,,0,2422466.4,254,13591799.8,,,127,,,,
4022230038,4052344,108-37 71st Avenue,11375,Multifamily Housing,14,1966,114510,1,13,186.3,21327656.8,,7.84,Multifamily Housing,,0,2719271.7,212,11101900,,,106,,,,
2037000031,2023305,945 Zerega Avenue,10473,Non-Refrigerated Warehouse,1,2009,38426,5,5,98.1,3768248.2,0.31,2.68,Non-Refrigerated Warehouse,,0,1288190.3,,,,,,,,,
3025990165,2004060,330 Bruckner Boulevard,10454,Non-Refrigerated Warehouse,14,2009,126530,,,59.6,7539157.7,0.62,2.51,,,,,,,,,,,,,
1015777502,1051044,525 East 80th Street,10075,Multifamily Housing,53,1981,137261,1,13,116.9,16048639.3,36.58,3.67,Multifamily Housing,,0,4458911.6,136,1935637,,,68,,,,
1009090028,1019898,247 East 28th Street,10016,Multifamily Housing,48,1978,114045,1,17,154.5,17623179.4,,6.76,Multifamily Housing,,0,3604284.2,256,131546,,,128,,6530433.8,,
3013210011,3035094,320 Sterling Street,11225,Multifamily Housing,21,1928,88580,1,6,158.1,14002363.2,,6.86,Multifamily Housing,,0,1165869.6,137,5853758.1,,,106,,,,0
2023740090,2001360,2939 3rd Avenue,10455,Office,92,1929,56150,1,5,80.5,4518708.2,,3.29,Office,,0,625305.9,,2011506.5,,0.10686,,,,,
2023280025,2000859,391 East 149th Street,10455,Office,14,1908,75592,1,6,236.2,17858526.7,,8.49,Office,,0,5115038.3,,742678.4,,0.26458,,,,3879797.1,
1011260038,1028672,10 West 74th Street,10023,Multifamily Housing,82,1941,75485,1,10,122.2,9222899.9,,6.15,Multifamily Housing,,0,1448906.8,172,1150433,,,86,,5762182.2,,
1007610022,1013618,313 West 37th Street,10018,Office,100,1922,83410,1,9,59.3,4943687.5,,3.32,Office,,0,1247731.6,,98952,,2.3,,,,1615842,
1008590052,1016936,38 East 30th Street,10016,Office,53,1915,75655,1,13,218.7,16547721.7,,8.63,Office,,0,3916746.6,,1463,,2.3,,,3153892,,
1012760004,1076266,489 5th Avenue,10017,Office,63,1971,163743,1,33,207.2,33926279.2,,7.36,Office,,0,8813046.4,,,7488063,2.3,,,,,
1007620011,1013637,341 West 38th Street,10018,Office,82,1925,54395,1,12,138.8,7549474.7,,5.05,Office,,0,1563021,,2566286.9,,2.3,,,,,
1008630029,1017083,33 East 33rd Street,10016,Office,62,1914,126383,1,12,217.4,27470548.6,,6.24,Office,,0,4606179.6,,1761799.9,,2.4133,,,,,
1009030047,"1019662;1088660",220 East 23rd Street,10010,Office,85,1931,141355,2,12,152.6,21565466.8,,5.38,Office,,0,4681223.9,,4926995.2,,2.3,,,,413999.9,
1021360225,1063345,652 West 163rd Street,10032,Multifamily Housing,59,1923,62238,1,6,127.7,7948085.2,,7.51,Multifamily Housing,,0,993086.1,108,153876,,,54,,,,
1021790429,1064375,282 Cabrini Boulevard,10040,Multifamily Housing,53,1930,55068,1,6,139.9,7704655,,8.49,Multifamily Housing,,0,788931.7,106,153185,,,53,,4849682.2,,
1008380038,1080727,3 West 36th Street,10018,Multifamily Housing,89,1900,77677,2,21,106.1,8243219.1,,3.34,Multifamily Housing,,0,2795798.2,150,3126699.3,,,75,,,,
1020880027,1062319,603 West 140th Street,10031,Multifamily Housing,48,1910,59459,1,6,141.7,8422471.7,,8.77,Multifamily Housing,,0,817957,112,182378,,,56,,,,
1012410001,1033640,680 West End Avenue,10025,Multifamily Housing,96,1917,162540,1,13,71.3,11582680.1,,2.9,Multifamily Housing,,0,1724868.3,126,6206187.1,,,63,,,,
1018820024,1056907,509 West 110th Street,10025,Multifamily Housing,59,1909,83519,1,12,130.3,10883144.9,,6.71,Multifamily Housing,,0,1265927.6,188,4332976.2,,,94,,,,
1021800400,1064448,640 Fort Washington Avenue,10040,Multifamily Housing,87,1928,71513,1,6,97.6,6976897.2,84.03,4.65,Multifamily Housing,,0,992436.3,122,8759960.3,,,66,,,,
1021800406,1064449,660 Fort Washington Avenue,10040,Multifamily Housing,92,1920,71513,1,6,95.9,6854766.1,,5.11,Multifamily Housing,,0,820570.2,120,213468,,,60,,,3833778.1,
1021800610,1064474,700 Fort Washington Avenue,10040,Multifamily Housing,98,1949,87572,1,6,81.5,7136928.1,,4.13,Multifamily Housing,,0,1072366.3,148,253192,,,74,,,3833778.1,
1008380036,1015933,7 West 36th Street,10018,Office,51,1924,65242,1,16,210,13701927.5,,9.54,Office,,0,6188037.8,,653686,,2.3,,,,,3581700.1
1021360220,1063344,664 West 163rd Street,10032,Multifamily Housing,24,1923,59274,1,6,165.5,9807244.8,,9.17,Multifamily Housing,,0,987507.8,108,39400,,,54,,,,
1018820020,1056906,515 West 110th Street,10025,Multifamily Housing,73,1909,87645,1,12,125.9,11035853,,5.5,Multifamily Housing,,0,1266876.5,190,7038628.1,,,95,,,,
4017590030,4043852,37-68 97th Street,11368,Multifamily Housing,73,1938,64201,1,6,103.4,6638415.7,117.07,6.03,,,,,,,,,,,,,
4098200038,4210117,168-36 88th Avenue,11432,Multifamily Housing,67,1956,50977,1,6,133.8,6820887.6,77.28,7.55,,,,,,,,,,,,,
1015180009,1048108,115 East 89th Street,10128,Multifamily Housing,66,1924,52848,1,9,115.1,6085265,,4.7,Multifamily Housing,,0,931212.5,73.99,2904338.9,,,45,,,,
1010330009,1085966,345 West 42nd Street,10036,Multifamily Housing,2,2003,230000,1,41,221.4,50913509.2,,8.02,Multifamily Housing,,0,9853456,322,20829577,,,268,,,,
1010330109,1024938,350 West 43rd Street,10036,Multifamily Housing,6,2001,60000,1,7,186.5,11187837.3,,6.56,Multifamily Housing,,0,2415231.2,84,3780596,,,52,,,,
1007200045,1086503,401 West 22nd Street,10011,Multifamily Housing,96,1999,58394,1,8,82.7,4828888.3,35.75,2.94,Multifamily Housing,,0,1708206.5,81.75,1561157.9,,,57,,,,
1014080040,1043047,174 East 74th Street,10021,Multifamily Housing,76,1966,167925,1,20,108.7,18246734.4,,6.01,Multifamily Housing,,0,2501341.9,240,264406,,,120,,12818946.3,,
4097180002,4207908,84-01 Main Street,11435,Multifamily Housing,78,1956,182952,1,6,119.6,21886768.2,,5.01,Multifamily Housing,,0,2978543,280,11745076.4,,,200,,,2630100.5,
1011830046,1030970,330 West 72nd Street,10023,Multifamily Housing,84,1927,105059,1,15,99.4,10440119.9,34.35,5.29,Multifamily Housing,,0,1386517,126,171215,,,63,,6303550.2,,
1011630001,1030403,246 West End Avenue,10023,Multifamily Housing,89,1912,131548,1,13,98.7,12983619.3,,5.28,Multifamily Housing,,0,1807737.2,204,,,,102,,,6814398.1,
1004260029,1005719,195 Chrystie Street,10002,Retail Store,85,1920,85995,1,9,117.7,10118504.1,20.48,6.07,Retail Store,,0,1725271.4,,0,,,,,4360144,,
4014900018,4036837,79-11 41st Avenue,11373,Multifamily Housing,53,1958,328776,1,6,145.4,47808174.1,,6.4,Multifamily Housing,,0,5194226.4,714,29659301.1,,,357,,,,
4015040001,4037122,40-05 Hampton Street,11373,Multifamily Housing,28,1939,79424,1,6,196.6,15613887.5,,8.13,Multifamily Housing,,0,1914755.1,244,8269500.3,,,122,,,,
4014910021,4036854,80-15 41st Avenue,11373,Multifamily Housing,60,1959,276276,1,6,137,37840130.5,88.13,6.01,Multifamily Housing,,0,4217026.8,574,24587401.1,,,287,,,,
4156610012,4299548,22-30 Mott Avenue,11691,Multifamily Housing,100,1962,137821,1,6,63.2,8715390.8,78.3,4.32,,,,,,,,,,,,,
3049060001,3110191,3500 Snyder Avenue,11203,Multifamily Housing,26,1957,121695,1,6,172.1,20940796,,6.13,Multifamily Housing,,0,4589293.8,252,6532000,,,126,,,,
1013120015,1036904,135 East 57th Street,10022,Office,74,1987,417222,1,32,186.5,77805960.6,,5.98,Office,,0,18631495,,435379,9597420.2,2.3,,,,,
1012900006,1081154,3 East 54th Street,10022,Office,95,1955,297638,2,19,119.4,35527024.9,,3.63,Office,,0,11224895.6,,4016607.4,2620997.2,2.3,,,,,
1008870095,1018471,475 Park Avenue South,10016,Office,83,1970,471909,1,34,162.8,76826216.4,,5.39,Office,,0,18756624,,,9970389.4,2.3,,,,,
1013940013,1075639,750 Lexington Avenue,10022,Office,58,1986,405601,1,28,230.4,93441063.9,,6.88,Office,,0,26597102,,,7283674.8,2.3,,,,,
4015260016,4038017,4226 81st Street,11373,Multifamily Housing,49,1962,77755,1,6,159.3,12383866.6,,7.23,,,,,,,,,,,,,
4015590007,4038982,8523 Elmhurst Avenue,11373,Multifamily Housing,46,1940,54438,1,6,144.6,7872476.5,,6.81,,,,,,,,,,,,,
4015170033,4037500,8345 Vietor Avenue,11373,Multifamily Housing,71,1961,122220,1,6,135.8,16603318.3,,6.08,Multifamily Housing,,0,2038242,306,8465299.6,,,153,,,1305618,
4015170059,"4037501;4833640",8325 Vietor Avenue,11373,Multifamily Housing,68,1963,61425,1,6,139.6,8572757.1,,5.88,,,,,,,,,,,,,
4015180009,4037509,8330 Vietor Avenue,11373,Multifamily Housing,58,1963,164493,1,6,146.8,24141734.5,0.86,6.61,Multifamily Housing,,0,2694053,404,12628700.2,,,202,,,1776335.9,
2046530041,2057548,3830 Bronx Blvd,10467,Multifamily Housing,45,1929,53844,1,6,140.3,7552950.6,,7.89,,,,,,,,,,,,,
2025050030,2003063,1065 Jerome Ave,10452,Multifamily Housing,25,1929,59952,1,6,161.6,9686832.4,,8.03,,,,,,,,,,,,,
2048330051,2063240,4138 Carpenter Ave,10466,Multifamily Housing,48,1929,53274,1,5,130.8,6970648.9,,6.56,,,,,,,,,,,,,
2048330045,2063239,4128 Carpenter Ave,10466,Multifamily Housing,64,1929,54048,1,5,117.3,6339438.9,,6.73,,,,,,,,,,,,,
1014210001,1043872,"201 E66th St, 200-204 E67th St.",10065,Multifamily Housing,,1961,288988,1,21,142.6,41200472.3,27.58,5.89,Multifamily Housing,"{'Multifamily Housing': 259383.0, 'Retail Store': 29605.0, 'Parking': 48400.0}",0,7046190.8,344,623540.6,19120417.4,,257,,,,
3032210031,3073257,70 Wyckoff Avenue,11237,Other,,1920,67000,1,4,84.1,5632726.6,23.41,3.2,Other,,0,1023791.1,,2175400.4,,,,,,,
1010207501,1024771,790 Eighth Avenue,10019,Hotel,45,1962,197261,1,14,248.7,49052630.7,105.54,10.61,Hotel,"{'Hotel': 192761.0, 'Parking': 42072.0, 'Restaurant': 4500.0}",0,10836511.9,,,,,,,15771645.4,,
2026230060,2004415,611 East 149th Street,10455,Multifamily Housing,89,1923,56252,1,5,102,5740298.8,46.39,4.1,Multifamily Housing,,0,853736.1,94.9,5521856.1,,,39,,,,
1019670040,1081781,1361 Amsterdam Avenue,10027,Non-Refrigerated Warehouse,,1921,108769,2,6,105.3,11451271.1,32.24,3.15,Non-Refrigerated Warehouse,,0,3236247.9,,1780441.7,,,,,,,
1006980018,"1805804;1080321",521 West 26th Street,10001,Office,70,1920,107179,4,9,157.4,16875271.5,,5.06,Office,,0,4528228.6,,3327700.4,,0.22392,,,,625002.1,
1013609002,1040072,870 United Nations Plaza,10017,Multifamily Housing,69,1967,373510,1,38,182.8,68266210.1,,8.05,,,,,,,,,,,,,
3050610040,3116130,416 Ocean Avenue,11226,Multifamily Housing,92,1924,137923,1,9,87.6,12086482.5,,3.59,Multifamily Housing,,0,1686709.9,180,4783433.5,,,90,,,,
3050660086,3116279,223 Lenox Road,11226,Multifamily Housing,98,1929,70788,1,6,84.9,6012488.3,29.76,3.72,Multifamily Housing,,0,699968.4,142,4315000.1,,,71,,,,
1005770034,1009716,8 West 14th Street,10011,Office,75,1946,115500,1,6,176.6,20401797.7,,6.12,Office,,0,5903783.9,,,,2.3,,,,3882491.9,
1012597501,1034205,36 West 44th Street,10036,Office,84,1922,150651,1,14,158.2,23834883.7,,4.32,Office,,0,7791076,,1203614,,2.3,,,,5146158.2,
1008957501,1019495,104-110 East 40th Street,10016,Office,76,1915,52188,1,9,157.8,8232847.1,,6.13,Office,,0,2126709.4,,5890,,2.3,,,,5043347.9,
1013367502,1038673,820 2nd Avenue,10017,Office,91,1921,210000,1,19,127.3,26733220.6,14.21,4.39,Office,,0,6201651.3,,7564999.9,,1.55714,,,,,
2038270201,2026971,1070 Havemeyer Avenue (Ent),10462,Senior Care Community,64,2007,136164,1,7,211.3,28773061.1,,7.84,Senior Care Community,,0,5056816,,9116200.2,,,,,,,
2057450001,2083472,2621 Palisades Avenue,10463,Multifamily Housing,16,1962,231000,1,15,173.3,40030304,,8.68,Multifamily Housing,,0,5223089.6,360,22426500.7,,,180,,16726050.6,,
1008230024,1015530,19 West 21st Street,10001,Office,94,1908,118948,1,12,115.7,13767109.1,,3.95,Office,,0,3758784.4,,2988,,2.3,,,,2525537.9,
1008030021,1015067,121 West 27th Street,10001,Office,96,1910,118785,1,12,101.7,12077872.1,,3.67,Office,,0,3583753,,854,,2.3,,,,3248934,
4097240196,,86-19 144th Street,11435,Senior Care Community,77,2010,65988,1,6,207.4,13687480.7,,8.35,Senior Care Community,,0,720808.9,,3109699.9,,,,,,,
4097240096,,144-45 87th Avenue,11435,Senior Care Community,85,1990,273882,2,5,162.6,44528336.4,,7.34,Senior Care Community,,0,7399945.1,,18488900.1,,,,,,,
5000130060,5000107,224 Richmond Terrace,10301,Multifamily Housing,13,2005,67547,1,11,167.5,11314585.7,,7.29,Multifamily Housing,,0,1138720.1,80,7608900.2,,,40,,,,
2059237501,2096857,4455 Douglas Avenue,10463,Multifamily Housing,23,1969,289346,21,3,125.2,36218218.5,,6.77,Multifamily Housing,,0,5544233.2,354,13547905.1,,,177,,,5527589.9,
3051010017,3117139,555 Ocean Avenue,11226,Multifamily Housing,39,1923,103472,1,6,142,14697054.5,,6.55,Multifamily Housing,,0,1267547,170,10431399.5,,,85,,,,
3012727501,"3378303;3340455",866 Eastern Parkway,11213,Multifamily Housing,,2002,67289,1,7,83,5582995.6,,2.62,Multifamily Housing,"{'Multifamily Housing': 59828.0, 'Financial Office': 3961.0, 'Medical Office': 3500.0}",0,1512913.6,69,2287900.1,,,57,,,,
1010190055,1024764,234 West 48th Street,10036,Hotel,39,1927,122957,1,16,252.6,31064426.6,,12.6,Hotel,,0,6432302.1,,,,,,,15174363.5,,
1007790057,1014300,224 West 30th Street,10001,Office,85,1925,142801,1,14,146.9,20982582.5,,5.65,Office,,0,5098911.2,,2392,,2.3,,,4863990.1,,
1020980029,1062456,601 West 151st Street,10031,Multifamily Housing,36,1908,75978,1,6,141.9,10780557,,6.44,Multifamily Housing,,0,1769054.3,112,7009784.9,,,56,,,,
1020710061,1061751,556 West 140th Street,10031,Multifamily Housing,28,1930,76413,1,6,145.2,11091632.4,,6.49,Multifamily Housing,,0,1778875.2,102,7503538,,,51,,,,
3014177501, 3393724,580 Crown Street,11225,Multifamily Housing,100,2007,264000,1,7,68.9,18197818.9,,2.37,Multifamily Housing,"{'Multifamily Housing': 196380.0, 'Parking': 12000.0}",0,4103289.7,340,4650599.9,,,95,,,,
3014297502,3346133,770 LEFFERTS AVENUE ,11203,Multifamily Housing,98,1998,62274,1,3,86.4,5378808.4,,3.04,Multifamily Housing,"{'Multifamily Housing': 62274.0, 'Parking': 0.0}",0,1184152.1,180,2089700,,,60,,,,
2043920042,2050819,2323 eastchester Rd,10469,Senior Care Community,5,1974,89500,1,5,294.3,26344128.1,,9.04,Senior Care Community,,0,7559975.2,,3791859.1,,,,,,,
2033440012,2018257,3518 Bainbridge Ave.,10467,Senior Care Community,9,1971,83500,1,6,270.3,22566336.2,,10.44,Senior Care Community,,0,3593930.3,,9208826.5,,,,,,,
4000347502,4539589,5-19 Borden Avenue,11101,Multifamily Housing,39,2010,105137,1,12,141.1,14832499.8,,4.72,Multifamily Housing,,0,3471038,156,3542279.2,,,78,,,,
2025570078,2003696,500 TRINITY AVENUE,10455,Multifamily Housing,,1927,78390,1,5,168,13171375.4,,6.74,Multifamily Housing,"{'Multifamily Housing': 71252.0, 'Retail Store': 2435.0, 'Supermarket/Grocery': 4703.0}",0,1576115.3,99.75,6178599.7,,,69,,,,
2030430001,2115978,1920 WASHINGTON AVENUE,10457,Multifamily Housing,,2006,80729,1,6,123.4,9962568.9,,4.72,Multifamily Housing,"{'Multifamily Housing': 73533.0, 'Other': 267.0, 'Medical Office': 5682.0, 'Office': 405.0}",0,1690741.4,102.95,4355299.8,,7.40741,73,,,,
3050800039,3116538,1 St Paul's Court,11226,Multifamily Housing,62,1931,91760,1,6,102.8,9436490.1,,4.34,Multifamily Housing,,0,1217726.3,127,5215148,,,61,,,,
2026907502,2113129,890 PROSPECT AVENUE,10459,Multifamily Housing,98,2005,134585,1,8,76.9,10347744.5,124.51,2.1,Multifamily Housing,"{'Multifamily Housing': 127556.0, 'Other': 289.0, 'Office': 6369.0, 'Parking': 0.0}",0,3345841.4,178.58,7796600,,2.51217,124,,,655500,
1017690021,1054378,150 EAST 121 STREET,10035,Multifamily Housing,100,1984,117118,1,8,59.8,7000059.6,65.03,3.16,Multifamily Housing,,0,2272364.9,161.37,4850400.3,,,126,,,,
1017830012,1088111,225 EAST 118TH STREET,10035,Multifamily Housing,,2007,76941,1,7,121.7,9367482.9,96.01,4.79,Multifamily Housing,"{'Multifamily Housing': 70990.0, 'Other': 271.0, 'Worship Facility': 4357.0, 'Office': 172.0}",0,1629792.9,99.39,4168800,,5.81395,76,,,,
2026907501,2115281,871 WESTCHESTER AVENUE,10459,Multifamily Housing,3,2007,70667,1,7,214,15125668,11908.94,9.75,Multifamily Housing,"{'Multifamily Housing': 61415.0, 'Other': 281.0, 'Office': 8334.0}",0,1463997.1,85.98,11044500,,0.83993,70,,,655500,
2026070049,2113109,1100 FRANKLIN AVENUE,10456,Multifamily Housing,70,2005,68306,1,5,112,7652945,,4.66,,,,,,,,,,,,,
2025570056,2003695,455 JACKSON AVENUE,10455,Multifamily Housing,76,1929,81649,1,6,106.1,8662016.1,,4.43,Multifamily Housing,,0,999958.2,114.31,5093100.1,,,60,,,,
3001850019,3000979,510 Atlantic Avenue,11217,Multifamily Housing,51,1932,80976,1,9,215,17407741.4,91.72,8.92,Multifamily Housing,,0,2498949,402,3407900,,,201,,,,
1008017503,1015006,127 West 25th Street,10001,Residence Hall/Dormitory,30,1912,97500,1,12,252.8,24649731.4,71.06,9.41,Residence Hall/Dormitory,"{'Residence Hall/Dormitory': 61500.0, 'Office': 31000.0, 'Restaurant': 5000.0}",0,6000662.3,,2674979.9,,8.4578,,,,3771678.2,209111.6
1017490024,1081382,53 East 124th Street,10035,College/University,,1927,73179,1,5,242.7,17759005.2,,7.77,College/University,"{'Urgent Care/Clinic/Other Outpatient': 17409.0, 'College/University': 55770.0}",0,4498153.4,,2941577,,,,,,,
2028800017,2009171,1520 Sedgwick Ave,10453,Multifamily Housing,31,1969,119919,1,18,159,19065103.8,68.95,6.82,Multifamily Housing,"{'Multifamily Housing': 119919.0, 'Parking': 0.0}",0,2212340.7,204,13779089.7,,,102,,,,
2025340008,2003556,1380 University Ave,10453,Multifamily Housing,23,1968,182218,1,16,147.9,26954712.3,106.53,8.26,Multifamily Housing,,0,2625065.1,230,622687.1,,,144,,,110400,
2059500475,2086309,5415 Netherland Ave.,10471,Multifamily Housing,73,1941,139416,1,6,102.5,14292780.4,10.7,6.08,Multifamily Housing,,0,1457715.3,195.18,574089.6,,,167.3,,,,9313906.6
2033117501,2017347,3130 Grand Concourse,10458,Multifamily Housing,26,1956,150135,2,7,139.6,20952559.5,80.57,7.55,Multifamily Housing,,0,3383794.9,210.19,612307,,,180.16,,11056853.8,,
1022500054,1065081,25 Indian Road,10034,Multifamily Housing,46,1953,62796,1,7,122.2,7675179.9,42.77,7.27,Multifamily Housing,,0,772481.5,87.91,141097,,,75.36,,4979777,,
1007387501,1076128,85 8th Avem,10011,Multifamily Housing,82,1942,125914,1,6,91.8,11557546.4,36.26,3.56,Multifamily Housing,,0,2202218.8,176.28,5062207.9,,,151.1,,,,
1012320037,"1033114;1033115;1033116;1033117;1033118;1033119;1033120",202-214 West 85th St.,10024,Multifamily Housing,31,1908,77620,7,5,129.6,10059702.7,51.59,5.67,Multifamily Housing,,0,1172065.2,108.67,5950712,,,93.14,,,,
3010710014,3024928,130 8th Avenue,11215,Multifamily Housing,49,1954,56000,1,8,117,6550102.1,30.37,4.97,Multifamily Housing,,0,811656.2,78.4,3540632.2,,,67.2,,,,
1022460110,1065052,1825 Riverside Drive,10034,Multifamily Housing,73,1910,57796,1,6,101.8,5880973.7,44.4,5.84,Multifamily Housing,,0,624232.1,80.91,136900,,,69.36,,4639880,,
1021790001,1064331,875 West 181st Street,10033,Multifamily Housing,1,1914,60355,1,6,205.8,12419077.7,69.22,12.4,Multifamily Housing,,0,1070818.8,84.5,245960,,,72.43,,,2444291.6,
2059500406,2086306,5410 Netherland Ave.,10471,Multifamily Housing,82,1941,189592,1,6,94.2,17865676,7.87,5.53,Multifamily Housing,,0,1876537.4,265.43,587875,,,227.51,,,,10703928.8
1008900049,1018530,166 East 35th St.,10016,Multifamily Housing,21,1957,74798,1,15,138.2,10334218.9,51.86,5.8,Multifamily Housing,,0,1560767.5,104.72,4336522.1,,,89.76,,,,
3010590061,3024466,209 Lincoln Place,11218,Multifamily Housing,62,1926,57700,1,10,109.4,6311047.6,43.96,4.67,Multifamily Housing,,0,750998.5,80.78,3324806.5,,,69.24,,,,
1007750022,1014200,225 West 25th St.,10001,Multifamily Housing,51,1935,62586,1,6,115.7,7242843.4,33.37,6.83,Multifamily Housing,,0,841362.9,87.62,140756.4,,,75.1,,4559433.6,,
1008920020,1018952,288 Lexington Ave.,10016,Multifamily Housing,79,1956,65000,1,13,97.1,6310484.1,50.5,4.77,Multifamily Housing,,0,672947.4,91,171844.4,,,78,,,2799374.6,
1007790063,1014302,236 West 30th Street,10001,Office,97,1926,76355,1,14,107.9,8235465.2,1.59,4.32,Office,,0,1452536.1,,3743100,,4.05998,,,,,
2032730150,2086839,441 East Fordham Road,10458,K-12 School,47,1972,163812,1,3,143.3,23480757.7,,4.97,K-12 School,,0,5318966.4,,6370912.5,,,,,,,
3052210043,3120619,2110 Newkirk Avenue,11226,Multifamily Housing,91,1931,86588,1,6,90.5,7832897,,3.9,Multifamily Housing,,0,975487.5,129,4657257.7,,,67,,,,
3052200058,3120591,2015 Foster Avenue,11210,Multifamily Housing,51,1941,54590,1,6,127.7,6969203.3,,5.12,Multifamily Housing,,0,988452,116,3021031.8,,,60,,,,516238.5
3051620038,3118803,1911 Dorchester Road,11226,Multifamily Housing,66,1940,58046,1,6,125.9,7309815.1,89.38,5.58,Multifamily Housing,,0,828555.7,111,4138331.2,,,54,,,,
3051210012,3117581,200 E. 18th Street,11226,Multifamily Housing,60,1937,65182,1,6,112.2,7316322.9,,4.88,Multifamily Housing,,0,909552.3,117,4335824.1,,,59,,,,
3050990040,3117107,50 East 19th Street,11226,Multifamily Housing,65,1935,65444,1,6,122,7982480.5,,5.4,Multifamily Housing,,0,890536.8,111,4441507.9,,,54,,,,
3051610022,3118788,350 E. 19th Street,11226,Multifamily Housing,75,1962,63566,1,7,99.5,6323464,,3.92,Multifamily Housing,,0,1082083,107,7941670.5,,,57,,,,660285
3051000091,3117135,65 East 19th Street,11226,Multifamily Housing,38,1963,59990,1,10,148.6,8911583,,6.01,Multifamily Housing,,0,1328251,100,4090930.9,,,69,,,,
3061300001,3156015,303 99th Street,11209,Multifamily Housing,74,1961,50731,1,6,110.7,5613941.8,48.73,4.7,Multifamily Housing,,0,709196.6,58,3783255.9,,,58,,,,724095
3067960075,3182905,1735 East 13th Street,11229,Multifamily Housing,52,1962,89990,1,6,130.3,11729656.2,,5.55,Multifamily Housing,,0,1438054.9,132,6843069.5,,,96,,,,1081186.4
3071550004,3193853,2250 East 4th Street,11223,Multifamily Housing,75,1962,125150,1,6,102.8,12864262.4,,4.4,Multifamily Housing,,0,1634775.7,152,7221073.6,,,116,,,,1122736.4
3060790001,"3336341 ;3825458",8902 Ridge Boulevard,11209,Worship Facility,9,1903,51990,3,3,116.4,6051310.4,,7.31,Worship Facility,,0,436100.5,,,,,,,,7016757.9,353629.5
1008360001,1015867,1328 Broadway,10001,Office,47,1909,374660,1,11,254,95147702.1,,7.0,Office,"{'Retail Store': 148210.0, 'Office': 226450.0}",0,28538610.7,,,,2.3,,,,,1271848.6
1021360120,1063328,674 West 161st Street,10032,Multifamily Housing,33,1920,52940,1,6,150.1,7945753.8,,7.64,Multifamily Housing,,0,907734.8,80,4296000.1,,,49,,,,
2025060016,2003076,1204 Shakespeare Avenue,10452,Multifamily Housing,30,1926,53366,1,6,156.3,8343576.1,,7.86,Multifamily Housing,,0,839421.7,72,5656694.2,,,66,,,,
2024760044,2002916,955 Walton Avenue,10452,Multifamily Housing,36,1927,107490,1,6,120.3,12930443.2,124.33,5.44,Multifamily Housing,,0,1531986.4,100,8287574.1,,,66,,,,
1021360205,1063342,671 West 162nd Street,10032,Multifamily Housing,35,1922,59264,1,6,138.8,8226542.4,,6.67,Multifamily Housing,,0,768173.2,80,4311880,,,49,,,,
1021360160,1063334,667 West 161st Street,10032,Multifamily Housing,32,1900,63098,1,6,142.9,9015357.6,100.97,8.28,Multifamily Housing,,0,933142.2,80,361325,,,49,,,,6110393.9
1021360150,1063333,657 West 161st Street,10032,Multifamily Housing,6,1915,62726,1,6,183.2,11491063.5,,11.08,Multifamily Housing,,0,1030507,80,3156212,,,49,,,,
2031620029,2013759,2195 Grand Concourse,10453,Multifamily Housing,4,1940,67842,1,6,190.2,12900980.8,,8.52,Multifamily Housing,,0,2573596.4,77,948307,,,61,,,,4601249.8
2028080032,2007686,163 East 178th Street,10453,Multifamily Housing,12,1937,63090,1,7,181.4,11447183.2,,7.89,Multifamily Housing,,0,1162081.1,99,6647657.8,,,61,,,,
2032120082,"2092424;2092423",2395-97 Grand Avenue,10468,Multifamily Housing,39,1922,69200,2,5,162.2,11220784.3,,6.98,Multifamily Housing,,0,1175422.1,110,7618597.5,,,72,,,,
2032280001,2014984,1901 Loring Place,10453,Multifamily Housing,9,1925,65280,1,6,197.4,12888435.2,,7.7,Multifamily Housing,,0,2092629.5,125,4657393.1,,,63,,,,
1020530033,1061130,321 Edgecombe Ave.,10031,Multifamily Housing,33,1930,54644,1,6,206.3,11272550.6,,8.97,Multifamily Housing,,0,1076388.7,129,7769148.2,,,118,,,,
2038030001,2026228,2003-5-9 Gleason Avenue,10472,Multifamily Housing,30,1927,70423,1,5,154.9,10905234.1,,6.99,Multifamily Housing,,0,1053042,110,7640415.1,,,79,,,,
2024630021,2002838,1153 Grand Concourse,10452,Multifamily Housing,13,1922,59290,1,6,178.9,10609731,166.62,11.02,Multifamily Housing,,0,899943,90,2044389.9,,,58,,,,3000001.5
4097980039,4209638,166-40 89th Avenue,11432,Multifamily Housing,42,1957,69174,1,8,185.2,12813971.6,,8.77,Multifamily Housing,,0,670420.2,229,9810079.4,,,111,,,,1049994
2032480001,2015248,2691 Reservoir Avenue,10468,Multifamily Housing,2,1941,55077,1,6,248.6,13690477.7,,9.6,,,,,,,,,,,,,
