bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
3048530086,3108078,305 Linden Blvd ,11226,Multifamily Housing,54,1929,95000,1,6,130.7,12415562.3,,5.25,Multifamily Housing,,0,1533095.4,125,6706996.3,,,80,,,,
3014150045,3038177,1730 Carroll Street,11213,Multifamily Housing,82,1928,95040,1,6,106.8,10154221,57.05,4.36,Multifamily Housing,,0,1108589.1,126,5856669.3,,,84,,,,
3065080006,3170453,870 Ocean Parkway,11230,Multifamily Housing,46,1975,139710,1,13,125,17467231.2,63.41,4.98,Multifamily Housing,,0,2471446.1,51,8769850.8,,,182,,,,
2023520015,2001101,585 Gerard Ave.,10451,Non-Refrigerated Warehouse,5,1913,50000,1,2,97,4847757.8,16.25,4.05,Non-Refrigerated Warehouse,,0,317396.1,,3257434.3,,,,,,,
3052490035,3121630,1 Kenilworth Place,11210,Residence Hall/Dormitory,62,2007,58027,1,8,161,9342289.1,104.88,5.15,Residence Hall/Dormitory,,0,2393737.7,,1448593.1,,,,,,,
3002350020,3001790,127 Willow Street,11201,Multifamily Housing,88,1956,100558,1,10,105.8,10636534.3,,4.17,Multifamily Housing,,0,1585450.4,168,5122939.9,,,112,,,,
1007757501,1014211,207 W 25 street,10001,Mixed Use Property,,1912,147600,1,12,143.3,21149056.5,16.62,4.87,Office,"{'Other': 37800.0, 'Retail Store': 34200.0, 'Office': 63000.0}",0,4814982.7,,5131736.2,,2.3,,,,,
2041300033,2045594,1801 Haight Ave,10461,Multifamily Housing,64,1960,77179,1,6,122.7,9473385.6,46.4,3.45,Multifamily Housing,,0,2870912.8,100,,,,66,,,,
1021800187,1064440,738-40 W 187 Street,10033,Multifamily Housing,26,1940,70877,1,6,157.5,11162383.7,,6.86,Multifamily Housing,,0,836467,95,7693561.2,,,63,,,,
1011580033,1030348,210 Amsterdam Avenue,10023,Multifamily Housing,33,1926,165000,1,16,199.3,32882477.3,79.92,7.83,Multifamily Housing,"{'Multifamily Housing': 155000.0, 'Retail Store': 6000.0, 'Restaurant': 3000.0}",0,5125892.6,485,15360863,,,233,,,,
3074220101,3203179,2813 Ocean Avenue,11235,Multifamily Housing,,1929,54990,1,6,139.9,7694341.5,113.87,6,Multifamily Housing,"{'Multifamily Housing': 52490.0, 'Medical Office': 2500.0}",0,600297.7,65,5162162.2,,,59,,,,
3054180049,3127761,345 Webster Avenue,11230,Multifamily Housing,67,1959,158231,1,6,111.2,17594352.3,49.25,6.5,Multifamily Housing,,0,1697476.1,181,671934.8,,,145,,11101110.2,,
1009280040,1020580,320 East 23rd Street,10010,Multifamily Housing,15,1965,153801,1,16,188.8,29039301.2,68.76,7.59,Multifamily Housing,,0,5131581.5,232,226266,10225580.6,,210,,,,
1008910027,1018903,139 East 35th Street,10016,Multifamily Housing,,1940,130272,1,13,103.2,13442191.7,51.32,4.16,Multifamily Housing,"{'Multifamily Housing': 127533.0, 'Office': 2739.0}",0,2244355.8,236,6292772.2,,3.65097,149,,,,
3059060001,3147278,130-152 72nd Street,11209,Multifamily Housing,67,1955,136413,1,6,124.1,16928424.9,44.37,5.15,Multifamily Housing,,0,1973888.6,180,9780237.6,,,156,,,,
1010670012,1026883,435 West 57th Street,10019,Multifamily Housing,76,1962,223856,1,17,112.9,25265573.4,52.11,4.67,Multifamily Housing,"{'Multifamily Housing': 223856.0, 'Parking': 16775.0}",0,3954932.9,278,12768037.9,,,275,,,,
3087190038,3245696,65 Oriental Boulevard,11235,Multifamily Housing,,1963,156262,1,13,159.3,24898462.4,46.55,6.77,Multifamily Housing,"{'Multifamily Housing': 155662.0, 'Office': 600.0}",0,2658863,236,12778487.8,,5,184,,,1794427.9,
3059060018,"3337151;3337152;3337149;3337148;3337150;3337147",7200 Ridge Boulevard,11209,Multifamily Housing,99,1932,405951,6,9,82.4,33462525.6,61.11,2.89,Multifamily Housing,,0,7682964.7,820,8691437.7,,,455,,,,
2044320028,2051318,754 Mace Avenue,10467,Multifamily Housing,67,1928,67390,1,6,91.7,6177322.4,135.59,5.09,Multifamily Housing,,0,774084.9,70,324093,,,57,,3372671.6,,
2048220021,2062882,4065 Carpenter Avenue,10466,Multifamily Housing,73,1928,51365,1,6,117.2,6020115.9,161.47,6.25,Multifamily Housing,,0,825960.5,120,449730,,,61,,,,2925132.1
2032590022, 2015867,2840 Bailey Avenue,10463,Multifamily Housing,27,1901,86402,1,6,147.5,12742024.1,,8.44,Multifamily Housing,,0,1456527.4,165,592912,,,87,,7471257.9,,
2038710007,2027626,1306 Fteley Avenue,10472,Multifamily Housing,6,1930,69500,1,6,169.6,11787335.8,174.85,9.31,Multifamily Housing,,0,1635679,110,391931,,,62,,,,6300433.9
2032400037,2015210,212 West Kingsbridge Road,10463,Multifamily Housing,7,1929,58990,1,6,187.4,11056298.3,182.24,10.95,Multifamily Housing,,0,1276604.5,132,396846,,,61,,6725487.2,,
1014650021,1045818,1313 York Ave,10021,Multifamily Housing,,1966,440673,1,35,133.8,58949583.9,60.26,4.53,Multifamily Housing,"{'Multifamily Housing': 388498.0, 'Financial Office': 834.0, 'Retail Store': 3351.0, 'Supermarket/Grocery': 2576.0, 'Outpatient Rehabilitation/Physical Therapy': 37349.0}",0,16529793.1,660,8688427.3,,,442,,,,
1014660003,"1088406;1802555",1330 1st Ave,10021,Multifamily Housing,59,2007,389741,1,20,127.6,49746840.3,28.62,4.33,Multifamily Housing,"{'Multifamily Housing': 377225.0, 'Financial Office': 12516.0}",0,12029440.8,520,10747103,,,346,,,,
1000930034,1001288,57 Beekman Street,10038,Multifamily Housing,87,1973,80000,1,17,115.6,9248124.2,49.44,3.12,Multifamily Housing,,0,2687506.8,132,,,,92,,,,
1021370147,1063373,609 W 164 St,10032,Multifamily Housing,,1930,55111,1,5,139.9,7712549.9,73.53,3.86,Multifamily Housing,"{'Multifamily Housing': 54184.0, 'Medical Office': 927.0}",0,2291228.3,108,,,,69,,,,
1021380102,1063383,600 W 169 St,10032,Multifamily Housing,88,1915,71378,1,6,87.8,6267127.1,100.5,2.46,Multifamily Housing,"{'Food Service': 1500.0, 'Multifamily Housing': 69878.0}",0,1895823.9,60,,,,40,,,,
1021370174,"1079890;1084539;1079891",616-622 W 165 St,10032,Multifamily Housing,,1930,77525,3,5,123.3,9561547.3,,5.35,Multifamily Housing,"{'Multifamily Housing': 76125.0, 'Medical Office': 800.0, 'Office': 600.0}",0,1105697.1,210,5878915.8,,2.3,136,,,,
1021380155,1063393,614 W 170 St,10032,Multifamily Housing,96,1920,61848,1,6,97.5,6032367,57.74,2.62,Multifamily Housing,,0,1744506.9,105,,,,65,,,,
1021380175,1063397,625 W 169 St,10032,Multifamily Housing,82,1920,57195,1,5,114.7,6559564,43.05,4.99,Multifamily Housing,,0,754766.3,105,4056049.1,,,70,,,,
1021380147,1063392,624 W 170 St,10032,Multifamily Housing,61,1924,52921,1,5,149.5,7913501,72.89,4.15,Multifamily Housing,,0,2367493.9,110,,,,65,,,,
1021370145,1063372,3921 Broadway,10032,Multifamily Housing,,1915,71773,1,6,119.1,8544991.4,,3.34,Multifamily Housing,"{'Multifamily Housing': 63914.0, 'Retail Store': 2564.0, 'Medical Office': 2998.0, 'Food Sales': 1047.0, 'Office': 1250.0}",0,2586018.3,90,,,2.3,59,,,,
1021370190,1063378,3931 Broadway,10032,Multifamily Housing,,1930,73213,1,6,213.8,15654590.7,50.18,7.97,Multifamily Housing,"{'Retail Store': 1040.0, 'Multifamily Housing': 66859.0, 'Fast Food Restaurant': 2514.0, 'Medical Office': 1100.0, 'Office': 1100.0}",0,2859818.8,102,5990969.7,,2.3,69,,,,
1021390152,1063407,241 Ft Washington,10032,Multifamily Housing,93,1920,78988,1,6,88.4,6978740.6,36.48,2.49,Multifamily Housing,,0,2117044.7,90,,,,48,,,,
1021370152,1063374,625 W 164 St,10032,Multifamily Housing,69,1930,54750,1,5,131.7,7211787.9,,3.64,Multifamily Housing,,0,2147972.7,90,,,,60,,,,
4050120012,4113390,3619 Bowne Street,11354,Multifamily Housing,94,1935,96800,1,6,81.8,7922746.7,38.41,4.68,Multifamily Housing,,0,873098.2,105,,,,70,,,,4933383.2
2028720326,2008718,1505  Macombs Road,10452,Multifamily Housing,44,1936,73887,1,6,133.8,9886209.3,109.53,7.69,Multifamily Housing,,0,1043765.8,89,,,,59,,,,6257616.1
2032870109,2016644,2641 Marion Avenue,10458,Multifamily Housing,79,1937,69300,1,6,105.5,7308849.6,106.15,4.2,Multifamily Housing,,0,977556.7,83,3774406,,,55,,,,
2057950537,2084163,3555 Netherland Ave.,10463,Multifamily Housing,80,1939,66871,1,6,103.8,6944241.7,34.7,4.18,Multifamily Housing,,0,768614.8,74,3919648.2,,,49,,,,
2033560122,2018644,3524 Hull Avenue,10467,Multifamily Housing,29,1928,58311,1,6,168.6,9830288.3,140.11,9.63,Multifamily Housing,,0,1024824.5,99,,,,66,,,,6193298.8
1007650041,1013776,200 West 16th Street,10011,Multifamily Housing,85,1930,161450,1,19,106,17120499.4,,4.2,Multifamily Housing,"{'Multifamily Housing': 155640.0, 'Fast Food Restaurant': 740.0, 'Retail Store': 5070.0}",0,2839694.3,252,7813199.4,,,168,,,,
2031560141,2013693,210 East 181st Street,10457,Multifamily Housing,,1955,92005,1,6,120.6,11095945.6,,4.9,Multifamily Housing,"{'Multifamily Housing': 90805.0, 'Supermarket/Grocery': 600.0}",0,1416902.5,113,6004761.2,,,75,,,,
3037520002,,330 Belmont Avenue,11207,Other,,1950,80000,13,3,234.5,18760852.1,,9.54,Other,,0,2512740.3,,9982206.3,,,,,,,
2031610010,2013748,2100 Creston Avenue,10453,Multifamily Housing,83,1927,73121,1,6,99,7240989.5,85.47,4.11,Multifamily Housing,,0,1097081.6,98,3737091,,,65,,,,
1021700287,1064084,330 Wadsworth Ave.,10040,Multifamily Housing,52,1920,87195,1,6,133.6,11645749.6,78.3,5.42,Multifamily Housing,,0,1351645.5,116,6531010.3,,,77,,,,
4157620008,4300982,22-10 Brookhaven Avenue,11691,Multifamily Housing,48,1958,69682,1,6,131.1,9132956.9,117.98,5.44,Multifamily Housing,,0,1003128,90,5381858.2,,,60,,,,
2033430204,2018220,250 East Gun Hill Rd.,10467,Multifamily Housing,,1925,113903,1,6,104,11844477.2,,4.23,Multifamily Housing,"{'Multifamily Housing': 110912.0, 'Supermarket/Grocery': 990.0}",0,1490094.1,111,6461202.8,,,74,,,,
1010660029,1026869,401 West 56th Street,10019,Multifamily Housing,11,1963,71981,1,6,205.6,14801976.6,84.84,7.89,Multifamily Housing,"{'Multifamily Housing': 69881.0, 'Restaurant': 2100.0}",0,2663353.1,140,6045147.1,,,93,,,,
3055470057,3133566,1827 65th Street,11204,Multifamily Housing,41,1926,57960,1,6,169.9,9848670.6,138.98,6.63,Multifamily Housing,,0,1472325.7,134,4666499.7,,,58,,,,
3052870001,3122868,10-16 Ocean Parkway,11218,Multifamily Housing,78,1927,156816,1,6,124,19440462.9,,4.96,Multifamily Housing,,0,2846201.4,312,9663599.4,,,133,,,,
3061750036,3157507,7000 Bay Parkway,11204,Multifamily Housing,12,1959,124200,1,6,187,23227652,,7.92,Multifamily Housing,,0,1999309.2,183,15032800.3,,,102,,,,
3063700032,3166653,45 Bay 19th Street ,11214,Multifamily Housing,21,1962,64900,1,6,136,8824837.6,,5.75,Multifamily Housing,,0,951214.5,0,5368400.3,,,80,,,,
3061370045,3156122,343 101st Street,11209,Multifamily Housing,45,1931,58650,1,6,179.1,10505458,,7.18,Multifamily Housing,,0,1372439.5,98,5528000,,,112,,,,
3065810001,3173443,1411 West 4th Street,11204,Multifamily Housing,97,1932,93150,1,6,88.2,8213738.9,34.79,3.7,Multifamily Housing,,0,749848.4,137,5176099.6,,,112,,,,
3060260001,3152792,8415 4th Avenue,11209,Multifamily Housing,58,1926,93150,1,6,174.3,16233412.5,194.45,7.32,Multifamily Housing,,0,1432094.9,294,10327499.7,,,112,,,,
3061340038,3156086,317 100th Street,11209,Multifamily Housing,86,1962,61796,1,6,115.6,7144509.9,53.16,4.61,Multifamily Housing,,0,976313,102,3657899.7,,,84,,,,
1008210021,1015468,33 West 19th Street,10011,Office,36,1920,51000,1,6,238,12139301.3,5.51,7.55,Office,,0,3508987.3,,1122231,,0.68627,,,,,
4005790087,4007123,31-74 29th Street,11106,Multifamily Housing,87,1940,93964,1,6,103.7,9742021,31.46,4.3,Multifamily Housing,,0,1045870.1,140,5785535.8,,,91,,,,
4005790082,4007122,31-62 29th Street,11106,Multifamily Housing,78,1940,93964,1,6,116.1,10906571.7,30.23,4.78,Multifamily Housing,,0,1104467.8,140,6534535.1,,,91,,,,
2033200037,2017620,2940 Grand Concourse,10458,Multifamily Housing,87,1923,82632,1,6,94.6,7818871.8,,2.8,Multifamily Housing,,0,2490086.6,105,,,,67,,,,
3050260028,3114590,135 Ocean Ave,11225,Multifamily Housing,54,1928,72684,1,6,131,9519711.2,,5.42,Multifamily Housing,,0,1099761,93,5489786.8,,,73,,,,
3050590022,3116106,100 Woodruff Ave,11226,Multifamily Housing,78,1941,108549,1,6,104.7,11367071.9,45.2,4.29,Multifamily Housing,,0,1300999.6,120,6493206.5,,,90,,,,
3050580044,3116088,33 Crooke Ave,11226,Multifamily Housing,67,1931,76670,1,6,116.4,8925034.8,51.53,4.85,Multifamily Housing,,0,861239.6,88,5495473.9,,,65,,,,
3050580016,"3327277;3327276",20 Woodruff Ave,11226,Multifamily Housing,70,1955,101200,2,6,121.2,12264894.5,,4.84,Multifamily Housing,,0,1386012.1,125,6807221.5,,,107,,,,
3050990123,3117118,550 Ocean Avenue,11226,Multifamily Housing,53,1930,56430,1,6,117,6602810.8,,4.77,Multifamily Housing,,0,751386.8,50,3750365.5,,,36,,,,
3050620001,3116132,417 Ocean Ave,11226,Multifamily Housing,75,1927,74169,1,6,117.5,8715309,67.52,4.8,Multifamily Housing,,0,955482.5,110,5035231.3,,,67,,,,
3050620014,3116136,395 Ocean Ave,11226,Multifamily Housing,60,1940,116873,1,6,119.4,13959610.7,59.23,5.04,Multifamily Housing,,0,1400233.1,134,8654745.5,,,98,,,,
3050260350,"3114671;3845478;3114670",231 Ocean Ave,11225,Multifamily Housing,76,1926,64165,1,6,119.2,7649939.6,51.82,4.92,Multifamily Housing,,0,802822.4,100,4540046.3,,,66,,,,
3044520080,3339160,671 Louisiana Ave.,11239,K-12 School,80,1991,63600,1,2,103.6,6591440.8,,3.52,K-12 School,,0,1504603.9,,1586574,,,,,,,
2033120001,"2092509;2092508",3154-3164 Grand Concourse,10458,Multifamily Housing,,1924,77640,2,5,118.5,9203665.7,,6.42,Multifamily Housing,,0,1124247.1,114,146911.1,,,76,,5130877.7,,
4097980039,4209638,166-40 89th Avenue,11432,Multifamily Housing,39,1957,69174,1,8,193.8,13406197.6,125.88,8.64,Multifamily Housing,,0,979116.3,229,9543184,,,111,,,,0
2033450019,2018304,3158 Perry Avenue,10467,Multifamily Housing,70,1925,55500,1,5,126.6,7027794.4,134.4,7.01,Multifamily Housing,,0,746320.6,90,,,,51,,4250206,,
2033300073,2017878,414 E 204 Street,10467,Multifamily Housing,63,1928,53500,1,6,138.1,7389093.4,,7.58,Multifamily Housing,,0,794714.5,95,,,,54,,4405842.1,,
2059030283, 2085775,3611 Henry Hudson Parkway,10463,Multifamily Housing,66,1951,133990,1,11,123.4,16537341.4,53.43,4.95,Multifamily Housing,,0,2329865.1,200,8423408.9,,,123,,,,
2033060011,2017192,2960 Grand Concourse ,10458,Multifamily Housing,100,1960,67000,1,6,64.3,4306882.6,16.23,3.43,Multifamily Housing,,0,663905.9,95,,,,56,,,2261840.6,
2033120019,2017377,190 E 206 Street,10458,Multifamily Housing,6,1965,77000,1,6,190.4,14659426.7,54.43,12.52,Multifamily Housing,,0,993629.1,110,,,,67,,,,11574989.7
2033540047,2018570,375 E 205 St,10467,Multifamily Housing,88,1929,90750,1,6,86.8,7877266,19.47,5.03,Multifamily Housing,,0,922944.6,95,,,,71,,,4997916.9,
2033070072,2017232,3010 Grand Concourse ,10458,Multifamily Housing,82,1963,107000,1,6,100.5,10750235.5,134.72,5.72,Multifamily Housing,,0,1424905.2,145,,,,96,,,,6372700.5
2042930023,2048830,2110 Barnes Ave,10462,Multifamily Housing,86,1960,85195,1,7,86.8,7390770.7,47.36,3.68,Multifamily Housing,,0,980602.2,82,4191922,,,57,,,,
4022260001,4052429,109-15 Queens Blvd,11375,Multifamily Housing,97,1939,91000,1,6,75,6824302.7,55.13,3.89,Multifamily Housing,,0,1120892.5,115,,,,76,,,3367338,
3051250006,3117631,2114 Albermarle Road,11226,Multifamily Housing,91,1935,63361,1,6,90.1,5707424.7,32.63,3.81,Multifamily Housing,,0,525412.7,71,3631640.6,,,47,,,,
3056570048,3138426,1451 52nd Street,11219,Multifamily Housing,,1931,83028,1,6,91,7555211.8,43.53,3.72,Multifamily Housing,"{'Multifamily Housing': 80928.0, 'Office': 2100.0}",0,913728.6,93,4217289.1,,4.28571,62,,,,
3052070004,3120266,2116 Ditmas Avenue,11226,Multifamily Housing,88,1935,75900,1,6,105.2,7981797.5,64.27,4.37,Multifamily Housing,,0,804080.8,117,4843770,,,78,,,,
3054400015,3128758,22 Webster Ave.,11230,Multifamily Housing,85,1954,76840,1,6,100.4,7717593.5,30.49,4.02,Multifamily Housing,"{'Multifamily Housing': 76840.0, 'Parking': 6000.0}",0,1229968.2,108,3671898.5,,,60,,,,
3066120042,3174959,1600 Ocean Parkway,11230,Multifamily Housing,89,1940,87476,1,6,85.7,7494704.7,53.76,2.41,Multifamily Housing,,0,2271380.5,82,,,,60,,,,
1008867502,1083072,159 E 30 Street,10016,Multifamily Housing,5,1987,61000,1,23,193.2,11783255.1,51.67,7.53,Multifamily Housing,,0,1892123.6,80,5343675.2,,,54,,,,
1008237503,1015528,31 West 21st Street,10010,Multifamily Housing,,2003,74316,1,11,88.6,6581995.6,11.96,3.14,Multifamily Housing,"{'Multifamily Housing': 68316.0, 'Restaurant': 6000.0}",0,1358714.3,96,2013331,,,12,,,,
1012470029,1033916,525 West End Avenue,10024,Multifamily Housing,89,1920,188821,1,13,85.9,16220988.7,31.36,3.37,Multifamily Housing,"{'Multifamily Housing': 183821.0, 'Medical Office': 5000.0}",0,2310262.7,160,7934564,,,114,,,,
1021770170,1064322,870 West 181st Street,10033,Multifamily Housing,93,1923,69960,1,6,90.3,6318608.4,31.58,5.05,Multifamily Housing,,0,760523.1,99,,,,61,,,,3749234.3
1021770175,"1064324;1808048",860 West 181st Street,10033,Multifamily Housing,92,1923,66858,1,6,95.6,6388784.3,37.61,5.46,Multifamily Housing,,0,708019.8,100,,,,66,,,,3976589.9
1015690010,1050633,417-427 East 89th Street,10128,Multifamily Housing,76,1900,60742,2,6,125.4,7614672.5,,7.3,Multifamily Housing,,0,744530.1,114,,,,67,,,,4969500.1
1013310014,1038597,227 East 57th Street,10022,Multifamily Housing,77,1931,102468,1,20,110.3,11299292.4,39.37,5.54,Multifamily Housing,"{'Multifamily Housing': 101268.0, 'Other': 1200.0}",0,1733337.9,120,,,,112,,,5479152,
1012297501,1032699,203 West 81st Street,10024,Multifamily Housing,83,1911,88692,1,9,94.8,8408332.7,46.27,4.88,Multifamily Housing,,0,1249441.9,91,,,,56,,,4268891.6,
1008640041,1017106,16 Park Avenue,10016,Multifamily Housing,96,1924,64725,1,16,114.7,7424297.4,34.16,5.98,Multifamily Housing,,0,1021324.9,216,,,,64,,,3941031.5,
1015240001,1048480,1225 Park Avenue,10128,Multifamily Housing,88,1925,182417,1,16,98,17870352.3,30.98,5,Multifamily Housing,"{'Multifamily Housing': 176917.0, 'Medical Office': 5500.0}",0,2582170.8,188,,,,79,,,,8916839.6
4033530059,4080122,80-40 Lefferts Boulevard,11415,Multifamily Housing,,1990,74591,2,6,86.2,6426166.5,,4.81,Multifamily Housing,"{'Multifamily Housing': 72491.0, 'Medical Office': 2100.0}",0,760130.9,77,,,,48,,,,3828449.7
1007937506,1014670,144 West 18 Street,10011,Multifamily Housing,,1910,64000,1,9,124.4,7960424,29.33,4.35,Multifamily Housing,,0,1804199,54,2092113.9,,,18,,,,
1008177501,1015318,108 5th Avenue,10011,Multifamily Housing,,1986,77000,1,21,144.1,11095990.3,29.4,5.18,Multifamily Housing,"{'Multifamily Housing': 74500.0, 'Retail Store': 2500.0}",0,2084213.2,97,3875045.9,,,48,,,,
1011507503,1070591,130 West 79th Street,10024,Multifamily Housing,,1987,86765,1,19,182.8,15860566.9,36.44,6.52,Multifamily Housing,"{'Multifamily Housing': 83765.0, 'Medical Office': 3000.0}",0,3462668.7,83,4608913.7,,,93,,,,
3074410231,3204404,2600 East 21 Street,11235,Multifamily Housing,87,1959,57596,1,7,105,6048081,,4.18,Multifamily Housing,,0,864630.5,95,3022421.3,,,63,,,,
3000367503,3329418,57 Front Street,11201,Multifamily Housing,,1910,64681,1,7,100.1,6477520.2,112.85,3.03,Multifamily Housing,"{'Multifamily Housing': 58162.0, 'Medical Office': 2240.0, 'Supermarket/Grocery': 1534.0}",0,1999704.8,75,192116.1,,,50,,,,
3071810001,"3254034;3344453",2310 Ocean Parkway,11223,Multifamily Housing,86,1954,73700,1,6,96.4,7104548.1,31.67,3.95,Multifamily Housing,,0,826651.3,92,4035292.6,,,61,,,,
1011977501,1031254,20 West 84th Street,10024,Multifamily Housing,55,1924,60749,1,9,116.8,7094168,80.58,4.84,Multifamily Housing,,0,763738.9,57,4206729.8,,,38,,,,
3076560042,3210006,1801 Ocean Avenue,11230,Multifamily Housing,66,1962,77972,1,6,133.4,10401599.8,49.91,3.74,Multifamily Housing,,0,3146417.9,137,,,,91,,,,
3067090001,3179696,1602 Avenue I,11230,Multifamily Housing,83,1941,164340,1,6,98.2,16134905.8,38.67,3.96,Multifamily Housing,,0,2060320.9,194,8663930.5,,,129,,,,
3053227501,"3391379;3328375;3840384;3328370;3809719",346 Coney Island Avenue,11218,Multifamily Housing,32,2006,93258,1,9,114.3,10655437.7,41.97,3.99,Multifamily Housing,,0,2413019.2,92,2783711,,,59,,,,
3068350012,"3184579;3823256",3178 Nostrand Avenue,11229,Multifamily Housing,43,1958,89720,1,6,137.4,12329805.9,62.21,5.53,Multifamily Housing,,0,1531958.2,119,6657972.6,,,79,,,,
3053390001,3347526,205 Ocean Parkway,11218,Multifamily Housing,85,1963,61380,1,6,105,6444745.9,40.28,4.23,Multifamily Housing,,0,961614.5,92,3207320.3,,,61,,,,
3010980001,3026380,405 7 ave,11215,Multifamily Housing,72,1970,120318,1,4,84.8,10205699.1,,2.42,Multifamily Housing,,0,3132121.2,105,,,,70,,,,
4000317501,4533602,48-21 5th Street,11101,Multifamily Housing,59,2005,74097,1,5,111.1,8232784.1,52.4,3.74,Multifamily Housing,,0,2022399,71,1680970,,,47,,,,
3053390061,3124741,227 Ocean Parkway,11218,Multifamily Housing,83,1963,68112,1,6,114.2,7775656,38.13,4.77,Multifamily Housing,,0,838084.8,114,4653095.4,,,76,,,,
3061110001,"3155390;3826850",94-11 Shore Road,11209,Multifamily Housing,88,1960,110418,1,6,99.2,10952130.5,29.53,3.96,Multifamily Housing,,0,1516711.4,149,5584363.2,,,99,,,,
3000527501,3391222,85 Adams Street,11201,Multifamily Housing,59,2006,109121,1,23,118.3,12910442.6,38.68,4.43,Multifamily Housing,"{'Multifamily Housing': 105368.0, 'Other': 3753.0}",0,2348869.9,119,4991800.1,,,79,,,,
2028760219,2008868,1649 Nelson Ave,10453,Multifamily Housing,16,1927,56182,1,5,136.7,7681121.3,,5.68,Multifamily Housing,,0,869084.6,8,4487202.7,,,58,,,,
2028440075,2008117,1454 Walton Ave,10452,Multifamily Housing,85,1928,89199,1,6,101.4,9046797.7,,4.14,Multifamily Housing,,0,1122735.5,118,4998293.1,,,78,,,,
2028440058,2008115,1475 Walton Ave,10452,Multifamily Housing,82,1935,84453,1,6,108.5,9161498.1,59.62,4.39,Multifamily Housing,,0,1176741.2,126,4916800.8,,,68,,,,
2032090060,2014565,2305 Grand Ave,10468,Multifamily Housing,62,1923,65315,1,5,120.3,7855716.7,,5.02,Multifamily Housing,,0,845852.3,80,4701568.2,,,52,,,,
2028770250,2008878,1630 Undercliff Ave,10453,Multifamily Housing,84,1928,67100,1,7,109.5,7347116.2,73.4,4.56,Multifamily Housing,,0,798336.7,108,4366349.8,,,54,,,,
2028650103,2008426,54 Featherbed Lane,10452,Multifamily Housing,66,1927,60528,1,6,120.6,7297352.5,87.08,4.74,Multifamily Housing,,0,1034643.7,70,3593294.2,,,66,,,,
2028360005,2008011,1540 Walton Ave,10452,Multifamily Housing,50,1923,58916,1,5,136.7,8056590.1,,5.68,Multifamily Housing,,0,835327.3,79,4844776,,,58,,,,
2028780100,2009005,1683 Dr M L King JR Blvd,10453,Multifamily Housing,,1923,63443,1,6,157,9963397.9,,5.89,Multifamily Housing,"{'Multifamily Housing': 59717.0, 'Retail Store': 1580.0, 'Supermarket/Grocery': 2146.0}",0,1680456.2,95,4099319,,,49,,,,
2024350035,2002296,315 East 167th Street,10456,Multifamily Housing,83,1947,73000,1,6,103.2,7534175.5,64,4.18,Multifamily Housing,,0,971106,95,4049483.4,,,55,,,,
2024770021,2002939,1027 Walton Ave,10452,Multifamily Housing,,1927,88876,1,6,118.1,10493790.9,,4.52,Multifamily Housing,"{'Multifamily Housing': 84504.0, 'Retail Store': 3225.0, 'Supermarket/Grocery': 1147.0}",0,1680456.2,101,4624198.3,,,85,,,,
2028760106,2008834,1720 University ave,10453,Multifamily Housing,62,1925,72600,1,6,125.5,9111776.5,76.8,5.11,Multifamily Housing,,0,1165317.2,105,4946246.9,,,63,,,,
2028440083,2008118,1478 Walton Ave,10452,Multifamily Housing,49,1928,87489,1,6,134.3,11750192.1,,5.35,Multifamily Housing,,0,1668817.7,119,5896675.9,,,78,,,,
2032530063,2092453,2719 Sedgwick Ave,10468,Multifamily Housing,72,1922,151244,4,5,115.8,17516883.7,22.66,4.84,Multifamily Housing,,0,1988921.1,214,10295338,,,124,,,,
2028470051,"2008151;2806547",1629 Walton Ave,10452,Multifamily Housing,,1926,79159,1,5,124.6,9861359.8,,4.84,Multifamily Housing,"{'Multifamily Housing': 72261.0, 'Retail Store': 4474.0, 'Supermarket/Grocery': 2424.0}",0,1449360.8,80,4682723.3,,,65,,,,
2033430042,2018160,277 E 207 Street,10467,Multifamily Housing,84,1959,82500,1,8,102.6,8461881.3,,5.75,Multifamily Housing,,0,1127393.2,122,,,,68,,,,4906800
1020080006,1060053,141 West 139 Street,10030,Multifamily Housing,83,1927,71373,1,5,131.2,9365372.1,135.33,5.19,Multifamily Housing,,0,1237636.3,98,4815910.2,,,133,,,,
3086900083,3245103,3152 Brighton 6th Street,11235,Multifamily Housing,,1929,153978,1,6,127.4,19616086.7,28.84,4.95,Multifamily Housing,"{'Multifamily Housing': 151178.0, 'Retail Store': 600.0, 'Office': 700.0, 'Restaurant': 1500.0}",0,3071852.2,141,8986187.6,,2.3,119,,,,
3086890097,3245102,501 Brightwater Ct,11235,Multifamily Housing,84,1928,112200,1,6,95.4,10699046.3,57.74,4.02,Multifamily Housing,,0,978936.1,115,6773076.1,,,95,,,,
1013497503,1087734,360 East 57th Street,10022,Multifamily Housing,,1982,75000,1,24,168.1,12603877.7,73.45,5.83,Multifamily Housing,"{'Multifamily Housing': 66000.0, 'Bank Branch': 4500.0, 'Retail Store': 4500.0}",0,2789485.2,122,3355133.5,,,44,,,,
1007467502,1013385,344 W 23rd Street,10011,Multifamily Housing,29,1985,59331,1,9,126.5,7503073.3,,4.7,Multifamily Housing,,0,1497715.4,44,2636161.9,,,44,,,,
